distance,timestamp,enhanced_altitude,enhanced_speed,gps_accuracy,position_lat,position_long,speed,heart_rate
,2022-06-10 14:34:51,178.20000000000005,1.98,1.0,207845737.0,1226249814.0,1.98,
1015.79,2022-06-10 14:34:52,178.20000000000005,2.041,1.0,207845811.0,1226249602.0,2.041,132.0
,2022-06-10 14:34:53,178.20000000000005,2.052,1.0,207845877.0,1226249382.0,2.052,
1020.66,2022-06-10 14:34:54,178.20000000000005,2.063,1.0,207845930.0,1226249157.0,2.063,
,2022-06-10 14:34:55,178.20000000000005,2.065,1.0,207845985.0,1226248933.0,2.065,
,2022-06-10 14:34:56,178.0,2.02,1.0,207846055.0,1226248715.0,2.02,
1026.0,2022-06-10 14:34:57,178.0,1.968,1.0,207846135.0,1226248507.0,1.968,132.0
,2022-06-10 14:34:58,178.0,1.992,1.0,207846214.0,1226248300.0,1.992,
,2022-06-10 14:34:59,178.0,1.988,1.0,207846289.0,1226248090.0,1.988,
1031.36,2022-06-10 14:35:00,178.0,1.991,1.0,207846354.0,1226247877.0,1.991,
,2022-06-10 14:35:01,178.0,2.057,1.0,207846418.0,1226247659.0,2.057,134.0
1036.49,2022-06-10 14:35:02,178.0,2.113,1.0,207846492.0,1226247438.0,2.113,
,2022-06-10 14:35:03,177.79999999999995,2.093,1.0,207846569.0,1226247216.0,2.093,
,2022-06-10 14:35:04,177.79999999999995,2.091,1.0,207846643.0,1226246994.0,2.091,
1041.38,2022-06-10 14:35:05,177.79999999999995,2.126,1.0,207846717.0,1226246770.0,2.126,
,2022-06-10 14:35:06,177.79999999999995,2.157,1.0,207846791.0,1226246542.0,2.157,
1047.05,2022-06-10 14:35:07,177.79999999999995,2.157,1.0,207846865.0,1226246312.0,2.157,136.0
,2022-06-10 14:35:08,177.79999999999995,2.139,1.0,207846941.0,1226246084.0,2.139,
,2022-06-10 14:35:09,177.79999999999995,2.029,1.0,207847013.0,1226245862.0,2.029,
1053.02,2022-06-10 14:35:10,177.79999999999995,1.99,1.0,207847075.0,1226245646.0,1.99,
,2022-06-10 14:35:11,177.79999999999995,2.006,1.0,207847145.0,1226245433.0,2.006,
1058.22,2022-06-10 14:35:12,177.79999999999995,1.979,1.0,207847215.0,1226245221.0,1.979,137.0
,2022-06-10 14:35:13,177.79999999999995,1.982,1.0,207847281.0,1226245009.0,1.982,
,2022-06-10 14:35:14,177.79999999999995,2.004,1.0,207847346.0,1226244795.0,2.004,
1062.75,2022-06-10 14:35:15,178.0,2.033,1.0,207847410.0,1226244578.0,2.033,
,2022-06-10 14:35:16,178.0,2.025,1.0,207847468.0,1226244358.0,2.025,
,2022-06-10 14:35:17,178.0,2.059,1.0,207847522.0,1226244135.0,2.059,
1067.93,2022-06-10 14:35:18,178.0,2.083,1.0,207847584.0,1226243912.0,2.083,136.0
,2022-06-10 14:35:19,178.0,2.113,1.0,207847658.0,1226243689.0,2.113,
1071.81,2022-06-10 14:35:20,178.0,2.155,1.0,207847736.0,1226243463.0,2.155,
,2022-06-10 14:35:21,178.0,2.155,1.0,207847823.0,1226243238.0,2.155,
,2022-06-10 14:35:22,178.0,2.128,1.0,207847917.0,1226243018.0,2.128,
1078.78,2022-06-10 14:35:23,178.20000000000005,2.116,1.0,207847999.0,1226242795.0,2.116,
,2022-06-10 14:35:24,178.20000000000005,2.173,1.0,207848073.0,1226242566.0,2.173,
1084.5,2022-06-10 14:35:25,178.20000000000005,2.196,1.0,207848151.0,1226242335.0,2.196,136.0
,2022-06-10 14:35:26,178.20000000000005,2.217,1.0,207848224.0,1226242098.0,2.217,137.0
,2022-06-10 14:35:27,178.20000000000005,2.148,1.0,207848293.0,1226241864.0,2.148,
1090.05,2022-06-10 14:35:28,178.39999999999998,2.129,1.0,207848375.0,1226241639.0,2.129,
,2022-06-10 14:35:29,178.39999999999998,2.166,1.0,207848472.0,1226241420.0,2.166,
1095.41,2022-06-10 14:35:30,178.39999999999998,2.204,1.0,207848575.0,1226241199.0,2.204,
,2022-06-10 14:35:31,178.39999999999998,2.189,1.0,207848681.0,1226240979.0,2.189,
,2022-06-10 14:35:32,178.39999999999998,2.212,1.0,207848786.0,1226240757.0,2.212,
1101.34,2022-06-10 14:35:33,178.60000000000002,2.171,1.0,207848878.0,1226240530.0,2.171,137.0
,2022-06-10 14:35:34,178.60000000000002,2.06,1.0,207848955.0,1226240306.0,2.06,
1106.53,2022-06-10 14:35:35,178.60000000000002,2.051,1.0,207849024.0,1226240087.0,2.051,
,2022-06-10 14:35:36,178.60000000000002,2.117,1.0,207849090.0,1226239863.0,2.117,
,2022-06-10 14:35:37,178.60000000000002,2.19,1.0,207849151.0,1226239630.0,2.19,
1112.23,2022-06-10 14:35:38,178.79999999999995,2.176,1.0,207849213.0,1226239393.0,2.176,
,2022-06-10 14:35:39,178.79999999999995,2.145,1.0,207849277.0,1226239159.0,2.145,137.0
,2022-06-10 14:35:40,178.79999999999995,2.119,1.0,207849338.0,1226238928.0,2.119,
1117.19,2022-06-10 14:35:41,178.79999999999995,2.049,1.0,207849402.0,1226238704.0,2.049,137.0
,2022-06-10 14:35:42,178.79999999999995,2.067,1.0,207849459.0,1226238480.0,2.067,
1122.24,2022-06-10 14:35:43,178.79999999999995,2.153,1.0,207849502.0,1226238247.0,2.153,
,2022-06-10 14:35:44,178.79999999999995,2.108,1.0,207849539.0,1226238012.0,2.108,
,2022-06-10 14:35:45,178.79999999999995,2.086,1.0,207849580.0,1226237780.0,2.086,
1128.36,2022-06-10 14:35:46,178.60000000000002,2.097,1.0,207849629.0,1226237551.0,2.097,
,2022-06-10 14:35:47,178.60000000000002,2.121,1.0,207849688.0,1226237323.0,2.121,
1133.29,2022-06-10 14:35:48,178.60000000000002,2.159,1.0,207849757.0,1226237094.0,2.159,
,2022-06-10 14:35:49,178.60000000000002,2.207,1.0,207849829.0,1226236861.0,2.207,
,2022-06-10 14:35:50,178.60000000000002,2.18,1.0,207849895.0,1226236625.0,2.18,139.0
1139.31,2022-06-10 14:35:51,178.60000000000002,2.196,1.0,207849961.0,1226236389.0,2.196,
,2022-06-10 14:35:52,178.60000000000002,2.182,1.0,207850035.0,1226236156.0,2.182,
1145.28,2022-06-10 14:35:53,178.39999999999998,2.141,1.0,207850109.0,1226235926.0,2.141,
,2022-06-10 14:35:54,178.39999999999998,2.127,1.0,207850180.0,1226235699.0,2.127,
,2022-06-10 14:35:55,178.39999999999998,2.096,1.0,207850253.0,1226235474.0,2.096,139.0
1150.16,2022-06-10 14:35:56,178.39999999999998,2.066,1.0,207850331.0,1226235255.0,2.066,
,2022-06-10 14:35:57,178.39999999999998,2.063,1.0,207850404.0,1226235037.0,2.063,
,2022-06-10 14:35:58,178.39999999999998,2.094,1.0,207850471.0,1226234814.0,2.094,
1155.48,2022-06-10 14:35:59,178.39999999999998,2.104,1.0,207850539.0,1226234589.0,2.104,140.0
,2022-06-10 14:36:00,178.39999999999998,2.056,1.0,207850607.0,1226234366.0,2.056,
1161.2,2022-06-10 14:36:01,178.39999999999998,2.063,1.0,207850680.0,1226234147.0,2.063,
,2022-06-10 14:36:02,178.39999999999998,2.082,1.0,207850755.0,1226233927.0,2.082,
,2022-06-10 14:36:03,178.39999999999998,2.059,1.0,207850820.0,1226233704.0,2.059,
1165.92,2022-06-10 14:36:04,178.39999999999998,2.095,1.0,207850876.0,1226233478.0,2.095,141.0
,2022-06-10 14:36:05,178.39999999999998,2.106,1.0,207850934.0,1226233249.0,2.106,
1171.5,2022-06-10 14:36:06,,,,,,,
,2022-06-10 14:36:07,178.39999999999998,2.105,1.0,207850995.0,1226233021.0,2.105,
,2022-06-10 14:36:08,178.39999999999998,2.171,1.0,207851059.0,1226232790.0,2.171,
1176.94,2022-06-10 14:36:09,178.39999999999998,2.253,1.0,207851140.0,1226232556.0,2.253,
,2022-06-10 14:36:10,178.39999999999998,2.275,1.0,207851235.0,1226232321.0,2.275,140.0
1182.2,2022-06-10 14:36:11,178.39999999999998,2.265,1.0,207851327.0,1226232084.0,2.265,140.0
,2022-06-10 14:36:12,178.39999999999998,2.237,1.0,207851418.0,1226231850.0,2.237,
,2022-06-10 14:36:13,178.39999999999998,2.14,1.0,207851507.0,1226231622.0,2.14,
1188.16,2022-06-10 14:36:14,178.39999999999998,2.168,1.0,207851582.0,1226231393.0,2.168,
,2022-06-10 14:36:15,178.39999999999998,2.178,1.0,207851651.0,1226231159.0,2.178,
1194.18,2022-06-10 14:36:16,178.39999999999998,2.186,1.0,207851727.0,1226230927.0,2.186,141.0
,2022-06-10 14:36:17,178.39999999999998,2.16,1.0,207851810.0,1226230698.0,2.16,
,2022-06-10 14:36:18,178.39999999999998,2.165,1.0,207851899.0,1226230473.0,2.165,
1200.01,2022-06-10 14:36:19,178.39999999999998,2.28,1.0,207851989.0,1226230241.0,2.28,
,2022-06-10 14:36:20,178.39999999999998,2.283,1.0,207852080.0,1226230003.0,2.283,
,2022-06-10 14:36:21,178.39999999999998,2.21,1.0,207852162.0,1226229766.0,2.21,142.0
1205.0,2022-06-10 14:36:22,178.39999999999998,2.185,1.0,207852231.0,1226229529.0,2.185,
,2022-06-10 14:36:23,178.39999999999998,2.166,1.0,207852290.0,1226229293.0,2.166,
1210.82,2022-06-10 14:36:24,178.39999999999998,2.211,1.0,207852344.0,1226229053.0,2.211,
,2022-06-10 14:36:25,178.20000000000005,2.234,1.0,207852405.0,1226228811.0,2.234,
,2022-06-10 14:36:26,178.20000000000005,2.253,1.0,207852474.0,1226228569.0,2.253,145.0
1216.91,2022-06-10 14:36:27,178.20000000000005,2.224,1.0,207852540.0,1226228327.0,2.224,
,2022-06-10 14:36:28,178.20000000000005,2.214,1.0,207852605.0,1226228086.0,2.214,
1222.81,2022-06-10 14:36:29,178.20000000000005,2.147,1.0,207852673.0,1226227851.0,2.147,
,2022-06-10 14:36:30,178.20000000000005,2.087,1.0,207852740.0,1226227623.0,2.087,
,2022-06-10 14:36:31,178.20000000000005,2.057,1.0,207852805.0,1226227400.0,2.057,
1227.11,2022-06-10 14:36:32,178.20000000000005,2.126,1.0,207852865.0,1226227173.0,2.126,147.0
,2022-06-10 14:36:33,178.20000000000005,2.126,1.0,207852929.0,1226226944.0,2.126,
1233.02,2022-06-10 14:36:34,178.20000000000005,2.16,1.0,207852998.0,1226226713.0,2.16,
,2022-06-10 14:36:35,178.20000000000005,2.19,1.0,207853071.0,1226226480.0,2.19,
,2022-06-10 14:36:36,178.20000000000005,2.16,1.0,207853144.0,1226226248.0,2.16,
1238.92,2022-06-10 14:36:37,178.20000000000005,2.207,1.0,207853209.0,1226226012.0,2.207,147.0
,2022-06-10 14:36:38,178.20000000000005,2.261,1.0,207853272.0,1226225769.0,2.261,
,2022-06-10 14:36:39,178.0,2.273,1.0,207853336.0,1226225523.0,2.273,
1244.36,2022-06-10 14:36:40,178.0,2.239,1.0,207853406.0,1226225280.0,2.239,
,2022-06-10 14:36:41,178.0,2.226,1.0,207853482.0,1226225042.0,2.226,
1250.17,2022-06-10 14:36:42,178.0,2.187,1.0,207853557.0,1226224806.0,2.187,
,2022-06-10 14:36:43,178.0,2.179,1.0,207853623.0,1226224570.0,2.179,
,2022-06-10 14:36:44,178.0,2.182,1.0,207853685.0,1226224334.0,2.182,
1255.98,2022-06-10 14:36:45,178.0,2.175,1.0,207853747.0,1226224097.0,2.175,144.0
,2022-06-10 14:36:46,178.0,2.154,1.0,207853811.0,1226223863.0,2.154,144.0
1261.75,2022-06-10 14:36:47,177.79999999999995,2.159,1.0,207853888.0,1226223634.0,2.159,
,2022-06-10 14:36:48,177.79999999999995,2.16,1.0,207853975.0,1226223409.0,2.16,
,2022-06-10 14:36:49,177.79999999999995,2.141,1.0,207854059.0,1226223184.0,2.141,
1266.64,2022-06-10 14:36:50,177.79999999999995,2.144,1.0,207854140.0,1226222957.0,2.144,
,2022-06-10 14:36:51,177.79999999999995,2.13,1.0,207854220.0,1226222732.0,2.13,144.0
1272.24,2022-06-10 14:36:52,177.79999999999995,2.115,1.0,207854297.0,1226222508.0,2.115,
,2022-06-10 14:36:53,177.79999999999995,2.153,1.0,207854366.0,1226222279.0,2.153,
,2022-06-10 14:36:54,177.79999999999995,2.193,1.0,207854437.0,1226222046.0,2.193,
1278.16,2022-06-10 14:36:55,177.79999999999995,2.119,1.0,207854519.0,1226221820.0,2.119,
,2022-06-10 14:36:56,177.79999999999995,2.072,1.0,207854604.0,1226221601.0,2.072,
1283.46,2022-06-10 14:36:57,177.79999999999995,2.067,1.0,207854682.0,1226221384.0,2.067,
,2022-06-10 14:36:58,177.79999999999995,2.091,1.0,207854753.0,1226221162.0,2.091,
,2022-06-10 14:36:59,177.79999999999995,2.183,1.0,207854821.0,1226220933.0,2.183,
1289.21,2022-06-10 14:37:00,177.79999999999995,2.22,1.0,207854893.0,1226220697.0,2.22,143.0
,2022-06-10 14:37:01,177.79999999999995,2.15,1.0,207854973.0,1226220466.0,2.15,143.0
,2022-06-10 14:37:02,177.79999999999995,2.134,1.0,207855058.0,1226220241.0,2.134,
1293.83,2022-06-10 14:37:03,178.0,2.16,1.0,207855139.0,1226220015.0,2.16,
,2022-06-10 14:37:04,178.0,2.126,1.0,207855207.0,1226219784.0,2.126,
1299.5,2022-06-10 14:37:05,178.0,2.096,1.0,207855270.0,1226219556.0,2.096,
,2022-06-10 14:37:06,178.0,2.096,1.0,207855344.0,1226219333.0,2.096,
,2022-06-10 14:37:07,178.0,2.054,1.0,207855426.0,1226219116.0,2.054,
1304.73,2022-06-10 14:37:08,178.0,2.101,1.0,207855511.0,1226218899.0,2.101,
,2022-06-10 14:37:09,178.0,2.125,1.0,207855594.0,1226218678.0,2.125,
1310.21,2022-06-10 14:37:10,178.0,2.135,1.0,207855675.0,1226218453.0,2.135,141.0
,2022-06-10 14:37:11,178.0,2.236,1.0,207855758.0,1226218223.0,2.236,
,2022-06-10 14:37:12,178.0,2.3,1.0,207855840.0,1226217983.0,2.3,
1316.75,2022-06-10 14:37:13,178.0,2.259,1.0,207855906.0,1226217735.0,2.259,141.0
,2022-06-10 14:37:14,178.0,2.212,1.0,207855961.0,1226217490.0,2.212,
1321.7,2022-06-10 14:37:15,178.0,2.159,1.0,207856023.0,1226217252.0,2.159,
,2022-06-10 14:37:16,178.0,2.08,1.0,207856099.0,1226217027.0,2.08,
,2022-06-10 14:37:17,178.0,2.054,1.0,207856172.0,1226216807.0,2.054,
1326.9,2022-06-10 14:37:18,178.0,2.147,1.0,207856230.0,1226216578.0,2.147,
,2022-06-10 14:37:19,178.0,2.237,1.0,207856276.0,1226216336.0,2.237,141.0
1332.99,2022-06-10 14:37:20,177.79999999999995,2.228,1.0,207856315.0,1226216088.0,2.228,
,2022-06-10 14:37:21,177.79999999999995,2.235,1.0,207856361.0,1226215841.0,2.235,
,2022-06-10 14:37:22,177.79999999999995,2.258,1.0,207856421.0,1226215596.0,2.258,
1338.85,2022-06-10 14:37:23,177.79999999999995,2.237,1.0,207856490.0,1226215353.0,2.237,141.0
,2022-06-10 14:37:24,177.79999999999995,2.292,1.0,207856569.0,1226215112.0,2.292,
,2022-06-10 14:37:25,177.60000000000002,2.297,1.0,207856659.0,1226214871.0,2.297,
1345.12,2022-06-10 14:37:26,177.60000000000002,2.253,1.0,207856747.0,1226214632.0,2.253,140.0
,2022-06-10 14:37:27,177.60000000000002,2.264,1.0,207856830.0,1226214393.0,2.264,
1350.26,2022-06-10 14:37:28,177.60000000000002,2.241,1.0,207856910.0,1226214153.0,2.241,
,2022-06-10 14:37:29,177.60000000000002,2.201,1.0,207856980.0,1226213914.0,2.201,
,2022-06-10 14:37:30,177.39999999999998,2.186,1.0,207857046.0,1226213677.0,2.186,
1355.95,2022-06-10 14:37:31,177.39999999999998,2.177,1.0,207857119.0,1226213443.0,2.177,
1355.95,2022-06-10 14:37:31,177.39999999999998,2.102,1.0,207857194.0,1226213215.0,2.102,
,2022-06-10 14:37:32,177.39999999999998,2.157,1.0,207857277.0,1226212990.0,2.157,
1361.48,2022-06-10 14:37:33,177.39999999999998,2.209,1.0,207857363.0,1226212761.0,2.209,
,2022-06-10 14:37:34,177.20000000000005,2.196,1.0,207857436.0,1226212525.0,2.196,140.0
,2022-06-10 14:37:35,177.20000000000005,2.213,1.0,207857495.0,1226212284.0,2.213,
1367.43,2022-06-10 14:37:36,177.20000000000005,2.212,1.0,207857544.0,1226212039.0,2.212,
,2022-06-10 14:37:37,177.20000000000005,2.212,1.0,207857587.0,1226211794.0,2.212,
1372.46,2022-06-10 14:37:38,177.20000000000005,2.23,1.0,207857624.0,1226211547.0,2.23,
,2022-06-10 14:37:39,177.20000000000005,2.291,1.0,207857659.0,1226211296.0,2.291,
,2022-06-10 14:37:40,177.20000000000005,2.326,1.0,207857695.0,1226211039.0,2.326,140.0
1378.4,2022-06-10 14:37:41,177.0,2.354,1.0,207857731.0,1226210778.0,2.354,140.0
,2022-06-10 14:37:42,177.0,2.392,1.0,207857771.0,1226210514.0,2.392,
,2022-06-10 14:37:43,177.0,2.391,1.0,207857812.0,1226210248.0,2.391,
1384.95,2022-06-10 14:37:44,177.0,2.337,1.0,207857844.0,1226209984.0,2.337,
,2022-06-10 14:37:45,177.0,2.308,1.0,207857869.0,1226209724.0,2.308,
1391.25,2022-06-10 14:37:46,177.0,2.287,1.0,207857889.0,1226209466.0,2.287,
,2022-06-10 14:37:47,177.0,2.208,1.0,207857896.0,1226209214.0,2.208,
,2022-06-10 14:37:48,177.0,2.162,1.0,207857893.0,1226208968.0,2.162,
1396.5,2022-06-10 14:37:49,177.0,2.19,1.0,207857889.0,1226208723.0,2.19,145.0
,2022-06-10 14:37:50,176.79999999999995,2.235,1.0,207857886.0,1226208474.0,2.235,
1401.82,2022-06-10 14:37:51,176.79999999999995,2.275,1.0,207857882.0,1226208220.0,2.275,
,2022-06-10 14:37:52,176.79999999999995,2.303,1.0,207857869.0,1226207963.0,2.303,
,2022-06-10 14:37:53,176.79999999999995,2.241,1.0,207857839.0,1226207709.0,2.241,
1408.46,2022-06-10 14:37:54,176.79999999999995,2.237,1.0,207857801.0,1226207460.0,2.237,146.0
,2022-06-10 14:37:55,176.79999999999995,2.245,1.0,207857768.0,1226207210.0,2.245,
1413.41,2022-06-10 14:37:56,176.79999999999995,2.231,1.0,207857742.0,1226206960.0,2.231,
,2022-06-10 14:37:57,176.60000000000002,2.213,1.0,207857712.0,1226206711.0,2.213,
,2022-06-10 14:37:58,176.60000000000002,2.251,1.0,207857676.0,1226206463.0,2.251,
1419.14,2022-06-10 14:37:59,176.60000000000002,2.25,1.0,207857625.0,1226206215.0,2.25,146.0
,2022-06-10 14:38:00,176.60000000000002,2.247,1.0,207857565.0,1226205970.0,2.247,
1425.14,2022-06-10 14:38:01,176.60000000000002,2.27,1.0,207857499.0,1226205726.0,2.27,
,2022-06-10 14:38:02,176.60000000000002,2.235,1.0,207857430.0,1226205483.0,2.235,
,2022-06-10 14:38:03,176.60000000000002,2.223,1.0,207857354.0,1226205244.0,2.223,146.0
1430.58,2022-06-10 14:38:04,176.60000000000002,2.241,1.0,207857273.0,1226205008.0,2.241,
,2022-06-10 14:38:05,176.60000000000002,2.264,1.0,207857188.0,1226204770.0,2.264,
,2022-06-10 14:38:06,176.60000000000002,2.255,1.0,207857104.0,1226204531.0,2.255,145.0
1436.6,2022-06-10 14:38:07,176.60000000000002,2.244,1.0,207857032.0,1226204290.0,2.244,
,2022-06-10 14:38:08,176.60000000000002,2.236,1.0,207856973.0,1226204044.0,2.236,
1442.92,2022-06-10 14:38:09,176.60000000000002,2.182,1.0,207856920.0,1226203802.0,2.182,
,2022-06-10 14:38:10,176.60000000000002,2.125,1.0,207856861.0,1226203568.0,2.125,
,2022-06-10 14:38:11,176.60000000000002,2.14,1.0,207856796.0,1226203338.0,2.14,144.0
1447.75,2022-06-10 14:38:12,,,,,,,
,2022-06-10 14:38:13,176.60000000000002,2.2,1.0,207856721.0,1226203106.0,2.2,
1453.67,2022-06-10 14:38:14,176.60000000000002,2.17,1.0,207856643.0,1226202874.0,2.17,
,2022-06-10 14:38:15,176.60000000000002,2.105,1.0,207856570.0,1226202645.0,2.105,
,2022-06-10 14:38:16,176.60000000000002,2.138,1.0,207856500.0,1226202418.0,2.138,143.0
1459.4,2022-06-10 14:38:17,176.60000000000002,2.16,1.0,207856424.0,1226202189.0,2.16,
,2022-06-10 14:38:18,176.60000000000002,2.198,1.0,207856343.0,1226201959.0,2.198,
1464.83,2022-06-10 14:38:19,176.60000000000002,2.242,1.0,207856258.0,1226201724.0,2.242,
,2022-06-10 14:38:20,176.60000000000002,2.191,1.0,207856172.0,1226201491.0,2.191,
,2022-06-10 14:38:21,176.79999999999995,2.145,1.0,207856093.0,1226201260.0,2.145,
1470.26,2022-06-10 14:38:22,176.79999999999995,2.156,1.0,207856021.0,1226201030.0,2.156,
,2022-06-10 14:38:23,176.79999999999995,2.145,1.0,207855952.0,1226200798.0,2.145,
,2022-06-10 14:38:24,176.79999999999995,2.103,1.0,207855886.0,1226200568.0,2.103,
1475.9,2022-06-10 14:38:25,176.79999999999995,2.129,1.0,207855823.0,1226200338.0,2.129,141.0
,2022-06-10 14:38:26,176.79999999999995,2.204,1.0,207855755.0,1226200105.0,2.204,
1480.88,2022-06-10 14:38:27,176.79999999999995,2.248,1.0,207855673.0,1226199869.0,2.248,
,2022-06-10 14:38:28,176.79999999999995,2.246,1.0,207855572.0,1226199638.0,2.246,
,2022-06-10 14:38:29,176.79999999999995,2.283,1.0,207855469.0,1226199407.0,2.283,
1487.15,2022-06-10 14:38:30,176.79999999999995,2.281,1.0,207855372.0,1226199170.0,2.281,143.0
,2022-06-10 14:38:31,176.79999999999995,2.296,1.0,207855279.0,1226198931.0,2.296,
1493.22,2022-06-10 14:38:32,176.79999999999995,2.296,1.0,207855188.0,1226198691.0,2.296,
,2022-06-10 14:38:33,176.79999999999995,2.315,1.0,207855096.0,1226198450.0,2.315,143.0
,2022-06-10 14:38:34,176.79999999999995,2.209,1.0,207855004.0,1226198213.0,2.209,
1498.57,2022-06-10 14:38:35,176.79999999999995,2.239,1.0,207854914.0,1226197981.0,2.239,
,2022-06-10 14:38:36,176.79999999999995,2.256,1.0,207854821.0,1226197746.0,2.256,
1504.64,2022-06-10 14:38:37,176.79999999999995,2.217,1.0,207854722.0,1226197516.0,2.217,145.0
,2022-06-10 14:38:38,176.79999999999995,2.226,1.0,207854609.0,1226197295.0,2.226,
,2022-06-10 14:38:39,176.79999999999995,2.232,1.0,207854490.0,1226197076.0,2.232,
1510.65,2022-06-10 14:38:40,176.79999999999995,2.121,1.0,207854376.0,1226196860.0,2.121,
,2022-06-10 14:38:41,176.79999999999995,2.093,1.0,207854253.0,1226196660.0,2.093,
1515.85,2022-06-10 14:38:42,176.79999999999995,2.092,1.0,207854112.0,1226196475.0,2.092,146.0
,2022-06-10 14:38:43,176.79999999999995,2.172,1.0,207853956.0,1226196297.0,2.172,
,2022-06-10 14:38:44,176.79999999999995,2.296,1.0,207853780.0,1226196123.0,2.296,
1521.04,2022-06-10 14:38:45,176.79999999999995,2.323,1.0,207853590.0,1226195954.0,2.323,
,2022-06-10 14:38:46,176.79999999999995,2.378,1.0,207853392.0,1226195786.0,2.378,147.0
,2022-06-10 14:38:47,177.0,2.311,1.0,207853190.0,1226195626.0,2.311,
1527.4,2022-06-10 14:38:48,177.0,2.317,1.0,207852987.0,1226195473.0,2.317,
,2022-06-10 14:38:49,177.0,2.275,1.0,207852787.0,1226195318.0,2.275,
1533.43,2022-06-10 14:38:50,177.0,2.216,1.0,207852598.0,1226195159.0,2.216,
,2022-06-10 14:38:51,177.0,2.335,1.0,207852405.0,1226195000.0,2.335,
,2022-06-10 14:38:52,177.0,2.443,1.0,207852189.0,1226194852.0,2.443,
1539.02,2022-06-10 14:38:53,177.0,2.403,1.0,207851963.0,1226194712.0,2.403,
,2022-06-10 14:38:54,177.0,2.387,1.0,207851741.0,1226194574.0,2.387,
1545.51,2022-06-10 14:38:55,177.0,2.361,1.0,207851522.0,1226194433.0,2.361,148.0
,2022-06-10 14:38:56,177.0,2.257,1.0,207851312.0,1226194292.0,2.257,
,2022-06-10 14:38:57,177.0,2.197,1.0,207851111.0,1226194153.0,2.197,
1551.22,2022-06-10 14:38:58,177.0,2.202,1.0,207850915.0,1226194013.0,2.202,
,2022-06-10 14:38:59,177.0,2.196,1.0,207850718.0,1226193875.0,2.196,
1556.99,2022-06-10 14:39:00,177.0,2.221,1.0,207850512.0,1226193751.0,2.221,147.0
,2022-06-10 14:39:01,177.0,2.31,1.0,207850294.0,1226193639.0,2.31,
,2022-06-10 14:39:02,177.0,2.283,1.0,207850065.0,1226193541.0,2.283,
1562.86,2022-06-10 14:39:03,177.0,2.277,1.0,207849832.0,1226193459.0,2.277,147.0
,2022-06-10 14:39:04,177.0,2.307,1.0,207849592.0,1226193393.0,2.307,
,2022-06-10 14:39:05,177.0,2.313,1.0,207849347.0,1226193349.0,2.313,
1569.0,2022-06-10 14:39:06,177.0,2.342,1.0,207849096.0,1226193329.0,2.342,
,2022-06-10 14:39:07,177.0,2.32,1.0,207848844.0,1226193332.0,2.32,
1575.2,2022-06-10 14:39:08,177.0,2.201,1.0,207848601.0,1226193350.0,2.201,
,2022-06-10 14:39:09,177.0,2.124,1.0,207848368.0,1226193379.0,2.124,
,2022-06-10 14:39:10,177.0,2.127,1.0,207848143.0,1226193425.0,2.127,145.0
1579.94,2022-06-10 14:39:11,177.0,2.103,1.0,207847921.0,1226193484.0,2.103,
,2022-06-10 14:39:12,177.0,2.156,1.0,207847699.0,1226193549.0,2.156,145.0
1585.63,2022-06-10 14:39:13,177.0,2.164,1.0,207847472.0,1226193604.0,2.164,
,2022-06-10 14:39:14,177.0,2.118,1.0,207847243.0,1226193642.0,2.118,
,2022-06-10 14:39:15,177.0,2.091,1.0,207847018.0,1226193673.0,2.091,
1590.95,2022-06-10 14:39:16,177.0,2.137,1.0,207846791.0,1226193703.0,2.137,
,2022-06-10 14:39:17,177.0,2.128,1.0,207846562.0,1226193731.0,2.128,
1595.8,2022-06-10 14:39:18,177.0,2.161,1.0,207846334.0,1226193764.0,2.161,146.0
,2022-06-10 14:39:19,177.0,2.235,1.0,207846100.0,1226193808.0,2.235,
,2022-06-10 14:39:20,177.0,2.225,1.0,207845864.0,1226193858.0,2.225,
1602.16,2022-06-10 14:39:21,177.0,2.149,1.0,207845633.0,1226193910.0,2.149,146.0
,2022-06-10 14:39:22,177.0,2.165,1.0,207845406.0,1226193962.0,2.165,
1607.71,2022-06-10 14:39:23,176.79999999999995,2.162,1.0,207845177.0,1226194010.0,2.162,
,2022-06-10 14:39:24,176.79999999999995,2.213,1.0,207844945.0,1226194054.0,2.213,
,2022-06-10 14:39:25,176.79999999999995,2.178,1.0,207844711.0,1226194091.0,2.178,
1613.83,2022-06-10 14:39:26,176.79999999999995,2.096,1.0,207844482.0,1226194125.0,2.096,
,2022-06-10 14:39:27,176.79999999999995,1.995,1.0,207844263.0,1226194160.0,1.995,
,2022-06-10 14:39:28,176.79999999999995,1.964,1.0,207844051.0,1226194192.0,1.964,145.0
1617.96,2022-06-10 14:39:29,176.79999999999995,2.019,1.0,207843838.0,1226194222.0,2.019,
,2022-06-10 14:39:30,176.79999999999995,2.084,1.0,207843619.0,1226194257.0,2.084,
1623.65,2022-06-10 14:39:31,176.79999999999995,2.138,1.0,207843394.0,1226194302.0,2.138,
,2022-06-10 14:39:32,176.79999999999995,2.182,1.0,207843165.0,1226194349.0,2.182,145.0
,2022-06-10 14:39:33,176.79999999999995,2.179,1.0,207842932.0,1226194389.0,2.179,
1629.07,2022-06-10 14:39:34,176.79999999999995,2.185,1.0,207842698.0,1226194420.0,2.185,
