distance,timestamp,altitude,calories,enhanced_altitude,heart_rate,position_lat,position_long,cadence,fractional_cadence,enhanced_speed,power,speed
2154.65,2024-09-21 20:41:36,6.199999999999989,0.0,6.199999999999989,,163542087.0,1199593930.0,94.0,0.0,,,
2159.68,2024-09-21 20:41:37,6.199999999999989,0.0,6.199999999999989,,163541803.0,1199593654.0,82.0,0.0,3.735,260.0,3.735
2162.71,2024-09-21 20:41:38,6.199999999999989,0.0,6.199999999999989,,163541518.0,1199593383.0,82.0,0.0,,,
2165.73,2024-09-21 20:41:39,6.199999999999989,0.0,6.199999999999989,,163541229.0,1199593112.0,82.0,0.0,,,
2168.76,2024-09-21 20:41:40,6.199999999999989,0.0,6.199999999999989,164.0,163540937.0,1199592845.0,82.0,0.0,3.719,259.0,3.719
2173.33,2024-09-21 20:41:41,6.399999999999977,0.0,6.399999999999977,,163540642.0,1199592573.0,82.0,0.0,,,
2177.9,2024-09-21 20:41:42,6.399999999999977,0.0,6.399999999999977,,163540346.0,1199592292.0,82.0,0.0,3.727,259.0,3.727
2180.91,2024-09-21 20:41:43,6.399999999999977,0.0,6.399999999999977,,163540052.0,1199592005.0,82.0,0.0,,,
2183.92,2024-09-21 20:41:44,6.399999999999977,0.0,6.399999999999977,163.0,163539759.0,1199591717.0,82.0,0.0,,,
2186.93,2024-09-21 20:41:45,6.399999999999977,0.0,6.399999999999977,,163539467.0,1199591428.0,94.0,0.0,3.732,260.0,3.732
2190.56,2024-09-21 20:41:46,6.399999999999977,0.0,6.399999999999977,,163539171.0,1199591133.0,94.0,0.0,,,
2194.19,2024-09-21 20:41:47,6.399999999999977,0.0,6.399999999999977,,163538873.0,1199590834.0,94.0,0.0,,,
2197.82,2024-09-21 20:41:48,6.399999999999977,0.0,6.399999999999977,,163538573.0,1199590532.0,82.0,0.0,3.759,261.0,3.759
2202.72,2024-09-21 20:41:49,6.399999999999977,0.0,6.399999999999977,162.0,163538269.0,1199590230.0,82.0,0.0,,,
2207.63,2024-09-21 20:41:50,6.399999999999977,0.0,6.399999999999977,,163537963.0,1199589929.0,82.0,0.0,3.793,264.0,3.793
2210.85,2024-09-21 20:41:51,6.399999999999977,0.0,6.399999999999977,,163537651.0,1199589629.0,82.0,0.0,,,
2214.07,2024-09-21 20:41:52,6.399999999999977,0.0,6.399999999999977,,163537336.0,1199589332.0,82.0,0.0,,,
2217.3,2024-09-21 20:41:53,6.399999999999977,0.0,6.399999999999977,,163537014.0,1199589036.0,94.0,0.0,3.828,266.0,3.828
2223.07,2024-09-21 20:41:54,6.399999999999977,0.0,6.399999999999977,,163536685.0,1199588743.0,94.0,0.0,,,
2228.84,2024-09-21 20:41:55,6.199999999999989,0.0,6.199999999999989,,163536356.0,1199588453.0,82.0,0.0,3.867,269.0,3.867
2232.15,2024-09-21 20:41:56,6.199999999999989,0.0,6.199999999999989,161.0,163536030.0,1199588171.0,82.0,0.0,,,
2235.45,2024-09-21 20:41:57,6.199999999999989,0.0,6.199999999999989,161.0,163535709.0,1199587888.0,82.0,0.0,,,
2238.75,2024-09-21 20:41:58,6.199999999999989,0.0,6.199999999999989,,163535395.0,1199587604.0,82.0,0.0,3.894,270.0,3.894
2243.43,2024-09-21 20:41:59,6.199999999999989,0.0,6.199999999999989,,163535085.0,1199587324.0,82.0,0.0,,,
2248.1,2024-09-21 20:42:00,6.199999999999989,0.0,6.199999999999989,,163534772.0,1199587043.0,94.0,0.0,3.869,268.0,3.869
2251.87,2024-09-21 20:42:01,6.0,0.0,6.0,,163534452.0,1199586768.0,94.0,0.0,,,
2255.64,2024-09-21 20:42:02,6.0,0.0,6.0,,163534126.0,1199586488.0,94.0,0.0,,,
2259.41,2024-09-21 20:42:03,6.0,0.0,6.0,,163533801.0,1199586204.0,82.0,0.0,3.879,268.0,3.879
2264.22,2024-09-21 20:42:04,6.0,0.0,6.0,,163533482.0,1199585914.0,82.0,0.0,,,
2269.04,2024-09-21 20:42:05,5.800000000000011,0.0,5.800000000000011,163.0,163533163.0,1199585621.0,82.0,0.0,3.897,269.0,3.897
2272.48,2024-09-21 20:42:06,5.800000000000011,0.0,5.800000000000011,,163532835.0,1199585329.0,82.0,0.0,,,
2275.92,2024-09-21 20:42:07,5.800000000000011,0.0,5.800000000000011,,163532497.0,1199585041.0,82.0,0.0,,,
2279.35,2024-09-21 20:42:08,5.800000000000011,0.0,5.800000000000011,163.0,163532162.0,1199584758.0,82.0,0.0,3.93,270.0,3.93
2282.59,2024-09-21 20:42:09,5.600000000000023,0.0,5.600000000000023,,163531833.0,1199584471.0,82.0,0.0,,,
2285.82,2024-09-21 20:42:10,5.600000000000023,0.0,5.600000000000023,,163531507.0,1199584185.0,82.0,0.0,,,
2289.05,2024-09-21 20:42:11,5.600000000000023,0.0,5.600000000000023,,163531179.0,1199583905.0,94.0,0.0,3.936,270.0,3.936
2294.52,2024-09-21 20:42:12,5.600000000000023,0.0,5.600000000000023,,163530849.0,1199583633.0,94.0,0.0,,,
2299.98,2024-09-21 20:42:13,5.399999999999977,0.0,5.399999999999977,,163530517.0,1199583364.0,82.0,0.0,3.957,210.0,3.957
2303.24,2024-09-21 20:42:14,5.399999999999977,0.0,5.399999999999977,,163530184.0,1199583089.0,82.0,0.0,,,
2306.5,2024-09-21 20:42:15,5.399999999999977,0.0,5.399999999999977,,163529846.0,1199582810.0,82.0,0.0,,,
2309.76,2024-09-21 20:42:16,5.199999999999989,0.0,5.199999999999989,163.0,163529498.0,1199582528.0,82.0,0.0,3.97,210.0,3.97
2314.96,2024-09-21 20:42:17,5.199999999999989,0.0,5.199999999999989,,163529142.0,1199582245.0,82.0,0.0,,,
2320.17,2024-09-21 20:42:18,5.199999999999989,0.0,5.199999999999989,,163528780.0,1199581970.0,94.0,0.0,4.015,214.0,4.015
2324.07,2024-09-21 20:42:19,5.0,0.0,5.0,,163528414.0,1199581695.0,94.0,0.0,,,
2327.98,2024-09-21 20:42:20,5.0,0.0,5.0,,163528043.0,1199581422.0,94.0,0.0,,,
2331.89,2024-09-21 20:42:21,5.0,0.0,5.0,162.0,163527664.0,1199581145.0,82.0,0.0,4.055,217.0,4.055
2337.41,2024-09-21 20:42:22,4.800000000000011,0.0,4.800000000000011,,163527280.0,1199580861.0,82.0,0.0,,,
2342.93,2024-09-21 20:42:23,4.800000000000011,0.0,4.800000000000011,163.0,163526888.0,1199580567.0,82.0,0.0,4.14,223.0,4.14
2346.75,2024-09-21 20:42:24,4.600000000000023,0.0,4.600000000000023,,163526486.0,1199580269.0,82.0,0.0,,,
2350.57,2024-09-21 20:42:25,4.600000000000023,0.0,4.600000000000023,,163526078.0,1199579971.0,82.0,0.0,,,
2354.38,2024-09-21 20:42:26,4.399999999999977,0.0,4.399999999999977,,163525668.0,1199579679.0,94.0,0.0,4.228,228.0,4.228
2360.6,2024-09-21 20:42:27,4.399999999999977,0.0,4.399999999999977,,163525261.0,1199579394.0,94.0,0.0,,,
2366.82,2024-09-21 20:42:28,4.399999999999977,0.0,4.399999999999977,,163524858.0,1199579109.0,82.0,0.0,4.274,230.0,4.274
2370.59,2024-09-21 20:42:29,4.199999999999989,0.0,4.199999999999989,,163524459.0,1199578824.0,82.0,0.0,,,
2374.37,2024-09-21 20:42:30,4.199999999999989,0.0,4.199999999999989,,163524058.0,1199578541.0,82.0,0.0,,,
2378.14,2024-09-21 20:42:31,4.0,0.0,4.0,162.0,163523660.0,1199578264.0,94.0,0.0,4.315,233.0,4.315
2383.84,2024-09-21 20:42:32,4.0,0.0,4.0,,163523276.0,1199577987.0,94.0,0.0,,,
2389.53,2024-09-21 20:42:33,4.0,0.0,4.0,,163522910.0,1199577717.0,82.0,0.0,4.303,232.0,4.303
2392.93,2024-09-21 20:42:34,4.0,0.0,4.0,162.0,163522554.0,1199577455.0,82.0,0.0,,,
2396.33,2024-09-21 20:42:35,3.8000000000000114,0.0,3.8000000000000114,,163522210.0,1199577196.0,82.0,0.0,,,
2399.73,2024-09-21 20:42:36,3.8000000000000114,0.0,3.8000000000000114,,163521873.0,1199576941.0,82.0,0.0,4.27,231.0,4.27
2402.77,2024-09-21 20:42:37,3.8000000000000114,0.0,3.8000000000000114,,163521542.0,1199576690.0,82.0,0.0,,,
2405.82,2024-09-21 20:42:38,3.8000000000000114,0.0,3.8000000000000114,,163521218.0,1199576447.0,82.0,0.0,,,
2408.86,2024-09-21 20:42:39,3.8000000000000114,0.0,3.8000000000000114,,163520898.0,1199576206.0,82.0,0.0,4.194,227.0,4.194
2413.38,2024-09-21 20:42:40,3.8000000000000114,0.0,3.8000000000000114,162.0,163520573.0,1199575973.0,82.0,0.0,,,
2417.9,2024-09-21 20:42:41,3.8000000000000114,0.0,3.8000000000000114,,163520236.0,1199575750.0,94.0,0.0,4.143,226.0,4.143
2421.48,2024-09-21 20:42:42,3.8000000000000114,0.0,3.8000000000000114,,163519892.0,1199575532.0,94.0,0.0,,,
2425.05,2024-09-21 20:42:43,3.8000000000000114,0.0,3.8000000000000114,,163519544.0,1199575317.0,94.0,0.0,,,
2428.62,2024-09-21 20:42:44,3.8000000000000114,0.0,3.8000000000000114,163.0,163519192.0,1199575095.0,82.0,0.0,4.116,227.0,4.116
2433.64,2024-09-21 20:42:45,3.8000000000000114,0.0,3.8000000000000114,,163518838.0,1199574862.0,82.0,0.0,,,
2438.66,2024-09-21 20:42:46,3.8000000000000114,0.0,3.8000000000000114,,163518478.0,1199574619.0,70.0,0.5,4.111,229.0,4.111
2441.83,2024-09-21 20:42:47,3.8000000000000114,0.0,3.8000000000000114,,163518124.0,1199574372.0,70.0,0.5,,,
2445.0,2024-09-21 20:42:48,3.8000000000000114,0.0,3.8000000000000114,,163517779.0,1199574121.0,70.0,0.5,,,
2448.16,2024-09-21 20:42:49,3.8000000000000114,0.0,3.8000000000000114,,163517441.0,1199573870.0,94.0,0.0,4.075,284.0,4.075
2453.59,2024-09-21 20:42:50,3.8000000000000114,0.0,3.8000000000000114,163.0,163517108.0,1199573627.0,94.0,0.0,,,
2459.02,2024-09-21 20:42:51,3.8000000000000114,0.0,3.8000000000000114,,163516775.0,1199573392.0,82.0,0.0,4.028,281.0,4.028
2462.24,2024-09-21 20:42:52,3.8000000000000114,0.0,3.8000000000000114,,163516439.0,1199573159.0,82.0,0.0,,,
2465.47,2024-09-21 20:42:53,3.6000000000000227,0.0,3.6000000000000227,,163516100.0,1199572918.0,82.0,0.0,,,
2468.7,2024-09-21 20:42:54,3.6000000000000227,0.0,3.6000000000000227,163.0,163515764.0,1199572670.0,82.0,0.0,4.026,281.0,4.026
2473.41,2024-09-21 20:42:55,3.6000000000000227,0.0,3.6000000000000227,,163515429.0,1199572419.0,82.0,0.0,,,
2478.12,2024-09-21 20:42:56,3.6000000000000227,0.0,3.6000000000000227,,163515093.0,1199572171.0,82.0,0.0,3.992,278.0,3.992
2481.28,2024-09-21 20:42:57,3.6000000000000227,0.0,3.6000000000000227,,163514761.0,1199571925.0,82.0,0.0,,,
2484.44,2024-09-21 20:42:58,3.6000000000000227,0.0,3.6000000000000227,,163514426.0,1199571679.0,82.0,0.0,,,
2487.6,2024-09-21 20:42:59,3.6000000000000227,0.0,3.6000000000000227,,163514081.0,1199571449.0,94.0,0.0,3.989,278.0,3.989
2491.09,2024-09-21 20:43:00,3.6000000000000227,0.0,3.6000000000000227,,163513722.0,1199571234.0,94.0,0.0,,,
2494.57,2024-09-21 20:43:01,3.6000000000000227,0.0,3.6000000000000227,164.0,163513357.0,1199571026.0,94.0,0.0,,,
2498.05,2024-09-21 20:43:02,3.6000000000000227,0.0,3.6000000000000227,,163512995.0,1199570818.0,82.0,0.0,3.979,277.0,3.979
2502.68,2024-09-21 20:43:03,3.6000000000000227,0.0,3.6000000000000227,164.0,163512639.0,1199570613.0,82.0,0.0,,,
2507.31,2024-09-21 20:43:04,3.6000000000000227,0.0,3.6000000000000227,,163512288.0,1199570420.0,82.0,0.0,3.975,277.0,3.975
2510.36,2024-09-21 20:43:05,3.6000000000000227,0.0,3.6000000000000227,,163511936.0,1199570234.0,82.0,0.0,,,
2513.41,2024-09-21 20:43:06,3.6000000000000227,0.0,3.6000000000000227,,163511585.0,1199570050.0,82.0,0.0,,,
2516.46,2024-09-21 20:43:07,3.6000000000000227,0.0,3.6000000000000227,164.0,163511232.0,1199569861.0,94.0,0.0,3.939,275.0,3.939
2521.89,2024-09-21 20:43:08,3.6000000000000227,0.0,3.6000000000000227,,163510878.0,1199569665.0,94.0,0.0,,,
2527.32,2024-09-21 20:43:09,3.6000000000000227,0.0,3.6000000000000227,,163510523.0,1199569466.0,82.0,0.0,3.941,275.0,3.941
2530.47,2024-09-21 20:43:10,3.6000000000000227,0.0,3.6000000000000227,,163510165.0,1199569269.0,82.0,0.0,,,
2533.62,2024-09-21 20:43:11,3.6000000000000227,0.0,3.6000000000000227,,163509803.0,1199569077.0,82.0,0.0,,,
2536.78,2024-09-21 20:43:12,3.6000000000000227,0.0,3.6000000000000227,,163509435.0,1199568888.0,82.0,0.0,3.921,274.0,3.921
2541.55,2024-09-21 20:43:13,3.6000000000000227,0.0,3.6000000000000227,,163509065.0,1199568705.0,82.0,0.0,,,
2546.32,2024-09-21 20:43:14,3.6000000000000227,0.0,3.6000000000000227,,163508694.0,1199568521.0,82.0,0.0,3.909,273.0,3.909
2549.34,2024-09-21 20:43:15,3.6000000000000227,0.0,3.6000000000000227,165.0,163508330.0,1199568337.0,82.0,0.0,,,
2552.36,2024-09-21 20:43:16,3.3999999999999773,0.0,3.3999999999999773,,163507977.0,1199568151.0,82.0,0.0,,,
2555.38,2024-09-21 20:43:17,3.3999999999999773,0.0,3.3999999999999773,,163507627.0,1199567962.0,94.0,0.0,3.884,271.0,3.884
2560.71,2024-09-21 20:43:18,3.3999999999999773,0.0,3.3999999999999773,164.0,163507275.0,1199567776.0,94.0,0.0,,,
2566.03,2024-09-21 20:43:19,3.3999999999999773,0.0,3.3999999999999773,,163506915.0,1199567596.0,82.0,0.0,3.853,268.0,3.853
2568.92,2024-09-21 20:43:20,3.3999999999999773,0.0,3.3999999999999773,,163506552.0,1199567427.0,82.0,0.0,,,
2571.82,2024-09-21 20:43:21,3.3999999999999773,0.0,3.3999999999999773,,163506192.0,1199567260.0,82.0,0.0,,,
2574.71,2024-09-21 20:43:22,3.3999999999999773,0.0,3.3999999999999773,164.0,163505835.0,1199567092.0,82.0,0.0,3.824,266.0,3.824
2577.8,2024-09-21 20:43:23,3.3999999999999773,0.0,3.3999999999999773,,163505478.0,1199566918.0,82.0,0.0,,,
2580.88,2024-09-21 20:43:24,3.3999999999999773,0.0,3.3999999999999773,,163505122.0,1199566740.0,82.0,0.0,,,
2583.96,2024-09-21 20:43:25,3.3999999999999773,0.0,3.3999999999999773,,163504766.0,1199566568.0,94.0,0.0,3.807,265.0,3.807
2589.05,2024-09-21 20:43:26,3.3999999999999773,0.0,3.3999999999999773,,163504409.0,1199566401.0,94.0,0.0,,,
2594.13,2024-09-21 20:43:27,3.3999999999999773,0.0,3.3999999999999773,,163504053.0,1199566239.0,82.0,0.0,3.792,263.0,3.792
2597.14,2024-09-21 20:43:28,3.6000000000000227,0.0,3.6000000000000227,,163503697.0,1199566077.0,82.0,0.0,,,
2600.15,2024-09-21 20:43:29,3.6000000000000227,0.0,3.6000000000000227,,163503338.0,1199565916.0,82.0,0.0,,,
2603.16,2024-09-21 20:43:30,3.6000000000000227,0.0,3.6000000000000227,164.0,163502973.0,1199565761.0,82.0,0.0,3.775,262.0,3.775
2607.81,2024-09-21 20:43:31,3.6000000000000227,0.0,3.6000000000000227,,163502606.0,1199565609.0,82.0,0.0,,,
2612.46,2024-09-21 20:43:32,3.6000000000000227,0.0,3.6000000000000227,,163502243.0,1199565458.0,82.0,0.0,3.77,261.0,3.77
2615.32,2024-09-21 20:43:33,3.3999999999999773,0.0,3.3999999999999773,,163501884.0,1199565302.0,82.0,0.0,,,
2618.18,2024-09-21 20:43:34,3.3999999999999773,0.0,3.3999999999999773,164.0,163501528.0,1199565141.0,82.0,0.0,,,
2621.04,2024-09-21 20:43:35,3.3999999999999773,0.0,3.3999999999999773,,163501170.0,1199564979.0,94.0,0.0,3.739,259.0,3.739
2626.46,2024-09-21 20:43:36,3.3999999999999773,0.0,3.3999999999999773,,163500809.0,1199564822.0,94.0,0.0,,,
2631.88,2024-09-21 20:43:37,3.3999999999999773,0.0,3.3999999999999773,,163500443.0,1199564674.0,82.0,0.0,3.747,260.0,3.747
2634.78,2024-09-21 20:43:38,3.3999999999999773,0.0,3.3999999999999773,,163500076.0,1199564528.0,82.0,0.0,,,
2637.67,2024-09-21 20:43:39,3.3999999999999773,0.0,3.3999999999999773,,163499712.0,1199564388.0,82.0,0.0,,,
2640.57,2024-09-21 20:43:40,3.3999999999999773,0.0,3.3999999999999773,,163499346.0,1199564257.0,82.0,0.0,3.718,258.0,3.718
2645.15,2024-09-21 20:43:41,3.3999999999999773,0.0,3.3999999999999773,165.0,163498977.0,1199564130.0,82.0,0.0,,,
2649.72,2024-09-21 20:43:42,3.3999999999999773,0.0,3.3999999999999773,164.0,163498608.0,1199564004.0,82.0,0.0,3.719,258.0,3.719
2652.81,2024-09-21 20:43:43,3.3999999999999773,0.0,3.3999999999999773,,163498238.0,1199563874.0,82.0,0.0,,,
2655.89,2024-09-21 20:43:44,3.3999999999999773,0.0,3.3999999999999773,,163497866.0,1199563742.0,82.0,0.0,,,
2658.97,2024-09-21 20:43:45,3.3999999999999773,0.0,3.3999999999999773,,163497494.0,1199563603.0,94.0,0.0,3.722,258.0,3.722
2662.44,2024-09-21 20:43:46,3.6000000000000227,0.0,3.6000000000000227,,163497127.0,1199563463.0,94.0,0.0,,,
2665.91,2024-09-21 20:43:47,3.6000000000000227,0.0,3.6000000000000227,,163496759.0,1199563322.0,94.0,0.0,,,
2669.37,2024-09-21 20:43:48,3.6000000000000227,0.0,3.6000000000000227,,163496388.0,1199563179.0,82.0,0.0,3.721,258.0,3.721
2674.04,2024-09-21 20:43:49,3.6000000000000227,0.0,3.6000000000000227,,163496011.0,1199563044.0,82.0,0.0,,,
2678.72,2024-09-21 20:43:50,3.6000000000000227,0.0,3.6000000000000227,164.0,163495633.0,1199562914.0,82.0,0.0,3.711,257.0,3.711
2681.74,2024-09-21 20:43:51,3.6000000000000227,0.0,3.6000000000000227,,163495259.0,1199562787.0,82.0,0.0,,,
2684.77,2024-09-21 20:43:52,3.6000000000000227,0.0,3.6000000000000227,,163494890.0,1199562649.0,82.0,0.0,,,
2687.8,2024-09-21 20:43:53,3.6000000000000227,0.0,3.6000000000000227,,163494529.0,1199562500.0,82.0,0.0,3.711,258.0,3.711
2691.98,2024-09-21 20:43:54,3.6000000000000227,0.0,3.6000000000000227,,163494173.0,1199562352.0,82.0,0.0,,,
2696.16,2024-09-21 20:43:55,3.6000000000000227,0.0,3.6000000000000227,,163493813.0,1199562218.0,94.0,0.0,3.674,255.0,3.674
2699.67,2024-09-21 20:43:56,3.6000000000000227,0.0,3.6000000000000227,164.0,163493446.0,1199562098.0,94.0,0.0,,,
2703.17,2024-09-21 20:43:57,3.6000000000000227,0.0,3.6000000000000227,,163493068.0,1199561982.0,94.0,0.0,,,
2706.67,2024-09-21 20:43:58,3.6000000000000227,0.0,3.6000000000000227,,163492685.0,1199561863.0,82.0,0.0,3.699,257.0,3.699
2711.07,2024-09-21 20:43:59,3.6000000000000227,0.0,3.6000000000000227,163.0,163492304.0,1199561736.0,82.0,0.0,,,
2715.47,2024-09-21 20:44:00,3.6000000000000227,0.0,3.6000000000000227,,163491930.0,1199561600.0,82.0,0.0,3.704,258.0,3.704
2718.56,2024-09-21 20:44:01,3.6000000000000227,0.0,3.6000000000000227,,163491560.0,1199561453.0,82.0,0.0,,,
2721.64,2024-09-21 20:44:02,3.6000000000000227,0.0,3.6000000000000227,163.0,163491186.0,1199561301.0,82.0,0.0,,,
2724.72,2024-09-21 20:44:03,3.6000000000000227,0.0,3.6000000000000227,,163490808.0,1199561154.0,94.0,0.0,3.725,260.0,3.725
2730.01,2024-09-21 20:44:04,3.3999999999999773,0.0,3.3999999999999773,,163490425.0,1199561014.0,94.0,0.0,,,
2735.29,2024-09-21 20:44:05,3.3999999999999773,0.0,3.3999999999999773,,163490041.0,1199560882.0,82.0,0.0,3.738,261.0,3.738
2738.37,2024-09-21 20:44:06,3.3999999999999773,0.0,3.3999999999999773,,163489656.0,1199560750.0,82.0,0.0,,,
2741.45,2024-09-21 20:44:07,3.3999999999999773,0.0,3.3999999999999773,,163489275.0,1199560619.0,82.0,0.0,,,
2744.52,2024-09-21 20:44:08,3.3999999999999773,0.0,3.3999999999999773,,163488896.0,1199560487.0,82.0,0.0,3.746,261.0,3.746
2747.57,2024-09-21 20:44:09,3.3999999999999773,0.0,3.3999999999999773,163.0,163488518.0,1199560349.0,82.0,0.0,,,
2750.63,2024-09-21 20:44:10,3.6000000000000227,0.0,3.6000000000000227,,163488140.0,1199560202.0,82.0,0.0,,,
2753.68,2024-09-21 20:44:11,3.6000000000000227,0.0,3.6000000000000227,,163487758.0,1199560050.0,94.0,0.0,3.746,261.0,3.746
2759.26,2024-09-21 20:44:12,3.6000000000000227,0.0,3.6000000000000227,,163487370.0,1199559900.0,94.0,0.0,,,
2764.85,2024-09-21 20:44:13,3.6000000000000227,0.0,3.6000000000000227,,163486979.0,1199559757.0,82.0,0.0,3.785,264.0,3.785
2767.75,2024-09-21 20:44:14,3.8000000000000114,0.0,3.8000000000000114,164.0,163486589.0,1199559626.0,82.0,0.0,,,
2770.65,2024-09-21 20:44:15,3.8000000000000114,0.0,3.8000000000000114,,163486201.0,1199559509.0,82.0,0.0,,,
2773.55,2024-09-21 20:44:16,3.8000000000000114,0.0,3.8000000000000114,,163485811.0,1199559400.0,82.0,0.0,3.774,263.0,3.774
2778.36,2024-09-21 20:44:17,3.8000000000000114,0.0,3.8000000000000114,,163485413.0,1199559291.0,82.0,0.0,,,
2783.17,2024-09-21 20:44:18,4.0,0.0,4.0,164.0,163485010.0,1199559178.0,82.0,0.0,3.794,265.0,3.794
2786.33,2024-09-21 20:44:19,4.0,0.0,4.0,,163484605.0,1199559066.0,82.0,0.0,,,
2789.5,2024-09-21 20:44:20,4.0,0.0,4.0,,163484204.0,1199558955.0,82.0,0.0,,,
2792.67,2024-09-21 20:44:21,4.199999999999989,0.0,4.199999999999989,,163483805.0,1199558860.0,94.0,0.0,3.798,265.0,3.798
2797.91,2024-09-21 20:44:22,4.199999999999989,0.0,4.199999999999989,165.0,163483405.0,1199558782.0,94.0,0.0,,,
2803.16,2024-09-21 20:44:23,4.199999999999989,0.0,4.199999999999989,,163483009.0,1199558708.0,82.0,0.0,3.787,264.0,3.787
2806.42,2024-09-21 20:44:24,4.199999999999989,0.0,4.199999999999989,,163482614.0,1199558621.0,82.0,0.0,,,
2809.67,2024-09-21 20:44:25,4.199999999999989,0.0,4.199999999999989,,163482215.0,1199558521.0,82.0,0.0,,,
2812.92,2024-09-21 20:44:26,4.399999999999977,0.0,4.399999999999977,,163481809.0,1199558429.0,82.0,0.0,3.795,265.0,3.795
2817.49,2024-09-21 20:44:27,4.399999999999977,0.0,4.399999999999977,,163481403.0,1199558350.0,82.0,0.0,,,
2822.06,2024-09-21 20:44:28,4.399999999999977,0.0,4.399999999999977,165.0,163481004.0,1199558281.0,94.0,0.0,3.792,265.0,3.792
2825.58,2024-09-21 20:44:29,4.399999999999977,0.0,4.399999999999977,,163480612.0,1199558211.0,94.0,0.0,,,
2829.09,2024-09-21 20:44:30,4.399999999999977,0.0,4.399999999999977,,163480221.0,1199558137.0,94.0,0.0,,,
2832.6,2024-09-21 20:44:31,4.399999999999977,0.0,4.399999999999977,,163479824.0,1199558062.0,82.0,0.0,3.776,264.0,3.776
2835.75,2024-09-21 20:44:32,4.399999999999977,0.0,4.399999999999977,,163479423.0,1199557989.0,82.0,0.0,,,
2838.91,2024-09-21 20:44:33,4.399999999999977,0.0,4.399999999999977,,163479023.0,1199557918.0,82.0,0.0,,,
2842.07,2024-09-21 20:44:34,4.399999999999977,0.0,4.399999999999977,,163478632.0,1199557840.0,82.0,0.0,3.788,264.0,3.788
2846.47,2024-09-21 20:44:35,4.399999999999977,0.0,4.399999999999977,165.0,163478248.0,1199557759.0,82.0,0.0,,,
2850.87,2024-09-21 20:44:36,4.399999999999977,0.0,4.399999999999977,,163477865.0,1199557669.0,94.0,0.0,3.765,263.0,3.765
2854.38,2024-09-21 20:44:37,4.399999999999977,0.0,4.399999999999977,165.0,163477480.0,1199557563.0,94.0,0.0,,,
2857.88,2024-09-21 20:44:38,4.399999999999977,0.0,4.399999999999977,,163477095.0,1199557442.0,94.0,0.0,,,
2861.39,2024-09-21 20:44:39,4.399999999999977,0.0,4.399999999999977,,163476710.0,1199557305.0,82.0,0.0,3.774,264.0,3.774
2865.98,2024-09-21 20:44:40,4.399999999999977,0.0,4.399999999999977,,163476326.0,1199557169.0,82.0,0.0,,,
2870.56,2024-09-21 20:44:41,4.399999999999977,0.0,4.399999999999977,,163475945.0,1199557033.0,82.0,0.0,3.765,263.0,3.765
2873.72,2024-09-21 20:44:42,4.399999999999977,0.0,4.399999999999977,,163475568.0,1199556894.0,82.0,0.0,,,
2876.88,2024-09-21 20:44:43,4.399999999999977,0.0,4.399999999999977,,163475192.0,1199556744.0,82.0,0.0,,,
2880.03,2024-09-21 20:44:44,4.399999999999977,0.0,4.399999999999977,,163474816.0,1199556588.0,94.0,0.0,3.79,265.0,3.79
2885.19,2024-09-21 20:44:45,4.399999999999977,0.0,4.399999999999977,,163474435.0,1199556443.0,94.0,0.0,,,
2890.35,2024-09-21 20:44:46,4.399999999999977,0.0,4.399999999999977,163.0,163474048.0,1199556307.0,82.0,0.0,3.793,265.0,3.793
2893.54,2024-09-21 20:44:47,4.399999999999977,0.0,4.399999999999977,,163473657.0,1199556182.0,82.0,0.0,,,
2896.74,2024-09-21 20:44:48,4.399999999999977,0.0,4.399999999999977,,163473262.0,1199556063.0,82.0,0.0,,,
2899.93,2024-09-21 20:44:49,4.399999999999977,0.0,4.399999999999977,,163472867.0,1199555962.0,82.0,0.0,3.813,266.0,3.813
2904.5,2024-09-21 20:44:50,4.199999999999989,0.0,4.199999999999989,,163472465.0,1199555891.0,82.0,0.0,,,
2909.07,2024-09-21 20:44:51,4.199999999999989,0.0,4.199999999999989,163.0,163472057.0,1199555844.0,94.0,0.0,3.803,265.0,3.803
2912.51,2024-09-21 20:44:52,4.199999999999989,0.0,4.199999999999989,,163471650.0,1199555808.0,94.0,0.0,,,
2915.96,2024-09-21 20:44:53,4.199999999999989,0.0,4.199999999999989,,163471247.0,1199555777.0,94.0,0.0,,,
2919.41,2024-09-21 20:44:54,4.0,0.0,4.0,,163470852.0,1199555749.0,82.0,0.0,3.804,266.0,3.804
2922.38,2024-09-21 20:44:55,4.0,0.0,4.0,,163470458.0,1199555708.0,82.0,0.0,,,
2925.36,2024-09-21 20:44:56,4.0,0.0,4.0,164.0,163470067.0,1199555654.0,82.0,0.0,,,
2928.34,2024-09-21 20:44:57,4.0,0.0,4.0,164.0,163469677.0,1199555601.0,82.0,0.0,3.787,264.0,3.787
2932.88,2024-09-21 20:44:58,4.0,0.0,4.0,,163469288.0,1199555563.0,82.0,0.0,,,
2937.42,2024-09-21 20:44:59,3.8000000000000114,0.0,3.8000000000000114,,163468901.0,1199555543.0,82.0,0.0,3.774,264.0,3.774
2940.47,2024-09-21 20:45:00,3.8000000000000114,0.0,3.8000000000000114,,163468511.0,1199555530.0,82.0,0.0,,,
2943.53,2024-09-21 20:45:01,3.8000000000000114,0.0,3.8000000000000114,,163468119.0,1199555516.0,82.0,0.0,,,
